Date,Category,Payment_Mode,Description,Amount_Paid,Cashback
2024-04-02,Entertainment,Cash,Explain about blood agree majority.,410.05,0.0
2024-04-21,Bills,Online,That he type enjoy enough agency situation.,251.55,12.58
2024-04-10,Travel,Cash,Individual speak life rest.,20.67,0.0
2024-04-21,Bills,Cash,Part strong raise pretty through return cost.,195.21,9.76
2024-04-16,Entertainment,Online,What likely kid simply his south none.,201.42,0.0
2024-04-07,Entertainment,Online,Claim occur appear decide data.,340.82,0.0
2024-04-10,Food,Cash,Lawyer life loss yard military.,439.82,21.99
2024-04-06,Food,Cash,Stay ever yeah with can answer here.,172.14,8.61
2024-04-11,Entertainment,Cash,Can exactly piece laugh Mr.,49.2,0.0
2024-04-18,Subscriptions,Cash,Parent its seem age mention choose.,163.67,0.0
2024-04-05,Bills,Online,Difference year between oil each.,263.88,0.0
2024-04-13,Subscriptions,Online,Three get list threat leader enjoy.,196.2,0.0
2024-04-24,Groceries,Cash,Four they control among.,44.49,2.22
2024-04-18,Food,Online,History during call school forward grow push per.,133.35,0.0
2024-04-27,Travel,Cash,Successful pattern upon.,453.55,22.68
2024-04-26,Subscriptions,Online,Red alone just mission effect.,311.6,0.0
2024-04-06,Travel,Cash,Themselves risk these best also miss.,412.18,0.0
2024-04-15,Travel,Online,Magazine sort difficult against feel.,150.15,0.0
2024-04-21,Food,Online,Hospital lawyer black.,141.02,0.0
2024-04-13,Travel,Cash,But every protect all sing pay.,329.65,0.0
2024-04-16,Subscriptions,Online,Them artist case their well.,205.74,0.0
2024-04-20,Food,Cash,Ready everything argue real food try.,67.56,0.0
2024-04-01,Travel,Cash,Administration every Republican source north it.,95.83,0.0
2024-04-07,Groceries,Cash,Issue east tough word leave.,131.47,0.0
2024-04-24,Food,Online,Campaign media American energy laugh to thing.,282.09,0.0
2024-04-02,Groceries,Online,Right marriage year must station.,231.08,0.0
2024-04-16,Subscriptions,Online,Book thousand investment well long court attorney easy.,277.94,0.0
2024-04-09,Transportation,Online,By two idea with again PM many can.,171.11,0.0
2024-04-17,Entertainment,Cash,Attorney issue life beyond style.,288.46,0.0
2024-04-07,Subscriptions,Cash,Edge figure our later.,340.67,0.0
2024-04-19,Travel,Cash,Themselves Congress mind same or dream side.,311.51,15.58
2024-04-11,Bills,Cash,However few authority record maybe.,28.38,0.0
2024-04-13,Groceries,Online,Defense owner industry top attack.,273.56,0.0
